id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
935,高座郡寒川町,高座郡寒川町小谷,203,,35,,35,,89,,151,,513
936,高座郡寒川町,高座郡寒川町小動,163,,151,,155,,155,,256,,880
937,高座郡寒川町,高座郡寒川町倉見,246,,183,,79,,279,,125,,912
938,高座郡寒川町,高座郡寒川町大曲,2,,40,,225,,180,,114,,561
939,高座郡寒川町,高座郡寒川町大蔵,53,,212,,229,,45,,104,,643
940,高座郡寒川町,高座郡寒川町中瀬,45,,226,,230,,6,,195,,702
941,高座郡寒川町,高座郡寒川町田端,79,,118,,261,,190,,182,,830
942,高座郡寒川町,高座郡寒川町一之宮1丁目,207,,213,,42,,196,,248,,906
943,高座郡寒川町,高座郡寒川町一之宮2丁目,128,,146,,295,,29,,10,,608
944,高座郡寒川町,高座郡寒川町一之宮3丁目,149,,277,,9,,180,,108,,723
945,高座郡寒川町,高座郡寒川町一之宮4丁目,226,,193,,7,,53,,189,,668
946,高座郡寒川町,高座郡寒川町一之宮5丁目,75,,145,,82,,269,,15,,586
947,高座郡寒川町,高座郡寒川町一之宮6丁目,170,,130,,171,,244,,298,,1013
948,高座郡寒川町,高座郡寒川町一之宮7丁目,232,,223,,190,,43,,238,,926
949,高座郡寒川町,高座郡寒川町一之宮8丁目,275,,62,,137,,221,,45,,740
950,高座郡寒川町,高座郡寒川町一之宮9丁目,152,,43,,30,,265,,209,,699
951,高座郡寒川町,高座郡寒川町岡田1丁目,105,,41,,85,,237,,80,,548
952,高座郡寒川町,高座郡寒川町岡田2丁目,193,,220,,104,,268,,286,,1071
953,高座郡寒川町,高座郡寒川町岡田3丁目,28,,291,,7,,23,,94,,443
954,高座郡寒川町,高座郡寒川町岡田4丁目,14,,33,,236,,149,,123,,555
955,高座郡寒川町,高座郡寒川町岡田5丁目,232,,148,,209,,87,,228,,904
956,高座郡寒川町,高座郡寒川町岡田6丁目,48,,19,,94,,207,,216,,584
957,高座郡寒川町,高座郡寒川町岡田7丁目,219,,183,,17,,16,,29,,464
958,高座郡寒川町,高座郡寒川町岡田8丁目,138,,55,,88,,73,,253,,607
959,高座郡寒川町,高座郡寒川町小谷1丁目,137,,122,,137,,128,,279,,803
960,高座郡寒川町,高座郡寒川町小谷2丁目,151,,92,,43,,262,,285,,833
961,高座郡寒川町,高座郡寒川町小谷3丁目,235,,149,,229,,9,,93,,715
962,高座郡寒川町,高座郡寒川町小谷4丁目,276,,216,,16,,126,,16,,650
963,高座郡寒川町,高座郡寒川町大曲1丁目,158,,46,,155,,140,,213,,712
964,高座郡寒川町,高座郡寒川町大曲2丁目,56,,264,,124,,218,,164,,826
965,高座郡寒川町,高座郡寒川町大曲3丁目,44,,297,,235,,212,,107,,895
966,高座郡寒川町,高座郡寒川町大曲4丁目,176,,175,,256,,237,,151,,995
967,三浦郡葉山町,三浦郡葉山町一色,256,,117,,60,,7,,74,,514
968,三浦郡葉山町,三浦郡葉山町下山口,280,,27,,116,,290,,222,,935
969,三浦郡葉山町,三浦郡葉山町上山口,175,,95,,78,,15,,20,,383
970,三浦郡葉山町,三浦郡葉山町長柄,263,,257,,93,,115,,160,,888
971,三浦郡葉山町,三浦郡葉山町堀内,224,,114,,230,,273,,294,,1135
972,三浦郡葉山町,三浦郡葉山町木古庭,117,,175,,265,,124,,27,,708
973,綾瀬市,綾瀬市綾西,292,,96,,3,,155,,294,,840
974,綾瀬市,綾瀬市吉岡,101,,193,,198,,138,,101,,731
975,綾瀬市,綾瀬市吉岡東,285,,30,,281,,151,,279,,1026
976,綾瀬市,綾瀬市寺尾釜田,163,,283,,3,,134,,138,,721
977,綾瀬市,綾瀬市寺尾西,289,,222,,116,,112,,67,,806
978,綾瀬市,綾瀬市寺尾台,199,,93,,237,,208,,30,,767
979,綾瀬市,綾瀬市寺尾中,144,,215,,63,,71,,203,,696
980,綾瀬市,綾瀬市寺尾南,211,,114,,165,,170,,160,,820
981,綾瀬市,綾瀬市寺尾北,243,,139,,40,,82,,248,,752
982,綾瀬市,綾瀬市寺尾本町,9,,238,,279,,44,,33,,603
983,綾瀬市,綾瀬市小園,73,,257,,88,,107,,73,,598
984,綾瀬市,綾瀬市小園南,208,,127,,192,,17,,88,,632
985,綾瀬市,綾瀬市上土棚中,17,,57,,30,,79,,153,,336
986,綾瀬市,綾瀬市上土棚南,263,,202,,212,,196,,163,,1036
987,綾瀬市,綾瀬市上土棚北,183,,123,,196,,141,,127,,770
988,綾瀬市,綾瀬市深谷,291,,175,,189,,125,,79,,859
989,綾瀬市,綾瀬市深谷上,21,,21,,277,,43,,120,,482
990,綾瀬市,綾瀬市深谷中,270,,54,,211,,253,,188,,976
991,綾瀬市,綾瀬市深谷南,9,,290,,130,,163,,99,,691
992,綾瀬市,綾瀬市早川,34,,74,,231,,268,,37,,644
993,綾瀬市,綾瀬市早川城山,222,,189,,2,,30,,222,,665
994,綾瀬市,綾瀬市大上,15,,93,,50,,37,,290,,485
995,綾瀬市,綾瀬市本蓼川,219,,7,,82,,263,,241,,812
996,綾瀬市,綾瀬市落合南,147,,19,,231,,110,,267,,774
997,綾瀬市,綾瀬市落合北,199,,285,,272,,129,,218,,1103
998,綾瀬市,綾瀬市蓼川,24,,220,,262,,188,,261,,955
999,綾瀬市,綾瀬市綾西1丁目,214,,16,,49,,86,,51,,416
1000,綾瀬市,綾瀬市綾西2丁目,137,,116,,38,,141,,198,,630
1001,綾瀬市,綾瀬市綾西3丁目,300,,95,,247,,284,,247,,1173
1002,綾瀬市,綾瀬市綾西4丁目,44,,125,,237,,70,,183,,659
1003,綾瀬市,綾瀬市綾西5丁目,37,,272,,130,,70,,72,,581
1004,綾瀬市,綾瀬市吉岡東1丁目,299,,145,,138,,206,,162,,950
1005,綾瀬市,綾瀬市吉岡東2丁目,202,,252,,182,,34,,98,,768
1006,綾瀬市,綾瀬市吉岡東3丁目,296,,101,,188,,187,,195,,967
1007,綾瀬市,綾瀬市吉岡東4丁目,191,,208,,73,,240,,255,,967
1008,綾瀬市,綾瀬市吉岡東5丁目,108,,184,,43,,36,,94,,465
1009,綾瀬市,綾瀬市寺尾釜田1丁目,29,,66,,163,,56,,17,,331
1010,綾瀬市,綾瀬市寺尾釜田2丁目,2,,261,,298,,115,,49,,725
1011,綾瀬市,綾瀬市寺尾釜田3丁目,235,,107,,89,,168,,46,,645
1012,綾瀬市,綾瀬市寺尾西1丁目,223,,44,,256,,118,,296,,937
1013,綾瀬市,綾瀬市寺尾西2丁目,204,,294,,145,,239,,207,,1089
1014,綾瀬市,綾瀬市寺尾西3丁目,253,,50,,126,,51,,58,,538
1015,綾瀬市,綾瀬市寺尾台1丁目,188,,20,,101,,31,,17,,357
1016,綾瀬市,綾瀬市寺尾台2丁目,254,,145,,215,,13,,135,,762
1017,綾瀬市,綾瀬市寺尾台3丁目,76,,102,,150,,7,,50,,385
1018,綾瀬市,綾瀬市寺尾台4丁目,220,,298,,74,,4,,42,,638
1019,綾瀬市,綾瀬市寺尾中1丁目,223,,126,,19,,196,,101,,665
1020,綾瀬市,綾瀬市寺尾中2丁目,216,,194,,95,,274,,49,,828
1021,綾瀬市,綾瀬市寺尾中3丁目,158,,275,,264,,296,,233,,1226
1022,綾瀬市,綾瀬市寺尾中4丁目,122,,68,,264,,263,,157,,874
1023,綾瀬市,綾瀬市寺尾南1丁目,170,,274,,118,,142,,292,,996
1024,綾瀬市,綾瀬市寺尾南2丁目,29,,294,,210,,208,,221,,962
1025,綾瀬市,綾瀬市寺尾南3丁目,232,,212,,173,,251,,234,,1102
1026,綾瀬市,綾瀬市寺尾北1丁目,9,,170,,237,,251,,56,,723
1027,綾瀬市,綾瀬市寺尾北2丁目,112,,141,,169,,31,,276,,729
1028,綾瀬市,綾瀬市寺尾北3丁目,26,,200,,98,,48,,56,,428
1029,綾瀬市,綾瀬市寺尾北4丁目,199,,116,,126,,259,,146,,846
1030,綾瀬市,綾瀬市寺尾本町1丁目,22,,208,,72,,67,,156,,525
1031,綾瀬市,綾瀬市寺尾本町2丁目,229,,278,,169,,56,,276,,1008
1032,綾瀬市,綾瀬市寺尾本町3丁目,285,,107,,260,,100,,228,,980
1033,綾瀬市,綾瀬市小園南1丁目,271,,274,,64,,210,,101,,920
1034,綾瀬市,綾瀬市小園南2丁目,297,,182,,156,,125,,157,,917
1035,綾瀬市,綾瀬市上土棚中1丁目,84,,48,,146,,163,,125,,566
1036,綾瀬市,綾瀬市上土棚中2丁目,109,,163,,134,,36,,260,,702
1037,綾瀬市,綾瀬市上土棚中3丁目,106,,93,,182,,287,,29,,697
1038,綾瀬市,綾瀬市上土棚中4丁目,278,,179,,71,,293,,11,,832
1039,綾瀬市,綾瀬市上土棚中5丁目,288,,118,,254,,169,,144,,973
1040,綾瀬市,綾瀬市上土棚中6丁目,196,,278,,59,,286,,45,,864
1041,綾瀬市,綾瀬市上土棚中7丁目,260,,111,,18,,190,,206,,785
1042,綾瀬市,綾瀬市上土棚南1丁目,243,,227,,37,,116,,244,,867
1043,綾瀬市,綾瀬市上土棚南2丁目,288,,118,,194,,82,,192,,874
1044,綾瀬市,綾瀬市上土棚南3丁目,291,,155,,150,,44,,96,,736
1045,綾瀬市,綾瀬市上土棚南4丁目,138,,41,,157,,110,,23,,469
1046,綾瀬市,綾瀬市上土棚南5丁目,132,,280,,153,,155,,144,,864
1047,綾瀬市,綾瀬市上土棚南6丁目,43,,229,,22,,159,,300,,753
1048,綾瀬市,綾瀬市上土棚北1丁目,218,,234,,233,,252,,248,,1185
1049,綾瀬市,綾瀬市上土棚北2丁目,233,,199,,103,,88,,232,,855
1050,綾瀬市,綾瀬市上土棚北3丁目,156,,104,,199,,192,,45,,696
1051,綾瀬市,綾瀬市上土棚北4丁目,117,,88,,255,,186,,162,,808
1052,綾瀬市,綾瀬市上土棚北5丁目,42,,227,,80,,156,,93,,598
1053,綾瀬市,綾瀬市深谷上1丁目,151,,42,,290,,143,,258,,884
1054,綾瀬市,綾瀬市深谷上2丁目,272,,80,,298,,251,,192,,1093
1055,綾瀬市,綾瀬市深谷上3丁目,190,,97,,293,,47,,165,,792
1056,綾瀬市,綾瀬市深谷上4丁目,293,,215,,198,,157,,40,,903
1057,綾瀬市,綾瀬市深谷上5丁目,132,,210,,96,,66,,58,,562
1058,綾瀬市,綾瀬市深谷上6丁目,189,,138,,38,,76,,8,,449
1059,綾瀬市,綾瀬市深谷上7丁目,69,,130,,124,,183,,62,,568
1060,綾瀬市,綾瀬市深谷上8丁目,115,,166,,68,,285,,70,,704
1061,綾瀬市,綾瀬市深谷中1丁目,69,,119,,115,,82,,126,,511
1062,綾瀬市,綾瀬市深谷中2丁目,220,,113,,249,,264,,242,,1088
1063,綾瀬市,綾瀬市深谷中3丁目,298,,98,,113,,280,,272,,1061
1064,綾瀬市,綾瀬市深谷中4丁目,288,,261,,139,,266,,2,,956
1065,綾瀬市,綾瀬市深谷中5丁目,68,,166,,123,,259,,173,,789
1066,綾瀬市,綾瀬市深谷中6丁目,72,,156,,211,,21,,111,,571
1067,綾瀬市,綾瀬市深谷中7丁目,74,,222,,112,,241,,200,,849
1068,綾瀬市,綾瀬市深谷中8丁目,266,,99,,63,,30,,293,,751
1069,綾瀬市,綾瀬市深谷中9丁目,285,,156,,117,,222,,229,,1009
1070,綾瀬市,綾瀬市深谷南1丁目,69,,159,,223,,123,,113,,687
1071,綾瀬市,綾瀬市深谷南2丁目,240,,44,,240,,203,,8,,735
1072,綾瀬市,綾瀬市深谷南3丁目,161,,240,,173,,196,,115,,885
1073,綾瀬市,綾瀬市深谷南4丁目,161,,37,,258,,289,,300,,1045
1074,綾瀬市,綾瀬市深谷南5丁目,53,,86,,233,,37,,24,,433
1075,綾瀬市,綾瀬市深谷南6丁目,44,,256,,263,,115,,30,,708
1076,綾瀬市,綾瀬市深谷南7丁目,176,,93,,298,,116,,25,,708
1077,綾瀬市,綾瀬市早川城山1丁目,79,,118,,256,,272,,192,,917
1078,綾瀬市,綾瀬市早川城山2丁目,170,,125,,299,,180,,140,,914
1079,綾瀬市,綾瀬市早川城山3丁目,101,,89,,10,,120,,35,,355
1080,綾瀬市,綾瀬市早川城山4丁目,67,,9,,65,,169,,160,,470
1081,綾瀬市,綾瀬市早川城山5丁目,159,,32,,298,,15,,280,,784
1082,綾瀬市,綾瀬市大上1丁目,3,,83,,277,,102,,214,,679
1083,綾瀬市,綾瀬市大上2丁目,3,,264,,104,,264,,215,,850
1084,綾瀬市,綾瀬市大上3丁目,267,,296,,44,,130,,276,,1013
1085,綾瀬市,綾瀬市大上4丁目,23,,145,,209,,167,,44,,588
1086,綾瀬市,綾瀬市大上5丁目,274,,269,,79,,7,,99,,728
1087,綾瀬市,綾瀬市大上6丁目,200,,142,,130,,160,,89,,721
1088,綾瀬市,綾瀬市大上7丁目,155,,97,,229,,273,,11,,765
1089,綾瀬市,綾瀬市大上8丁目,39,,253,,149,,35,,128,,604
1090,綾瀬市,綾瀬市大上9丁目,47,,273,,108,,72,,22,,522
1091,綾瀬市,綾瀬市落合南1丁目,279,,227,,128,,19,,111,,764
1092,綾瀬市,綾瀬市落合南2丁目,43,,242,,232,,43,,224,,784
1093,綾瀬市,綾瀬市落合南3丁目,269,,147,,293,,206,,297,,1212
1094,綾瀬市,綾瀬市落合南4丁目,17,,297,,38,,240,,151,,743
1095,綾瀬市,綾瀬市落合南5丁目,220,,268,,289,,68,,111,,956
1096,綾瀬市,綾瀬市落合南6丁目,124,,40,,3,,84,,160,,411
1097,綾瀬市,綾瀬市落合南7丁目,154,,5,,62,,213,,149,,583
1098,綾瀬市,綾瀬市落合南8丁目,111,,10,,200,,163,,6,,490
1099,綾瀬市,綾瀬市落合南9丁目,161,,219,,222,,285,,187,,1074
1100,綾瀬市,綾瀬市落合北1丁目,112,,194,,247,,57,,289,,899
1101,綾瀬市,綾瀬市落合北2丁目,252,,111,,273,,37,,166,,839
1102,綾瀬市,綾瀬市落合北3丁目,285,,244,,300,,286,,4,,1119
1103,綾瀬市,綾瀬市落合北4丁目,121,,168,,100,,232,,93,,714
1104,綾瀬市,綾瀬市落合北5丁目,232,,25,,120,,208,,161,,746
1105,綾瀬市,綾瀬市落合北6丁目,161,,103,,103,,6,,290,,663
1106,綾瀬市,綾瀬市落合北7丁目,84,,161,,213,,268,,207,,933
1107,綾瀬市,綾瀬市蓼川1丁目,180,,194,,294,,265,,272,,1205
1108,綾瀬市,綾瀬市蓼川2丁目,285,,292,,57,,97,,265,,996
1109,綾瀬市,綾瀬市蓼川3丁目,288,,11,,249,,9,,38,,595
1110,座間市,座間市さがみ野,289,,128,,190,,108,,30,,745
1111,座間市,座間市ひばりが丘,184,,99,,213,,81,,125,,702
1112,座間市,座間市栗原,83,,113,,81,,123,,261,,661
1113,座間市,座間市栗原中央,262,,193,,78,,225,,59,,817
1114,座間市,座間市広野台,267,,53,,28,,38,,269,,655
1115,座間市,座間市座間,249,,10,,285,,62,,273,,879
1116,座間市,座間市四ツ谷,35,,255,,247,,272,,238,,1047
1117,座間市,座間市小松原,196,,76,,89,,40,,256,,657
1118,座間市,座間市新田宿,261,,223,,189,,237,,70,,980
1119,座間市,座間市西栗原,2,,250,,234,,33,,66,,585
1120,座間市,座間市相武台,27,,139,,214,,45,,165,,590
1121,座間市,座間市相模が丘,227,,299,,12,,226,,145,,909
1122,座間市,座間市東原,24,,286,,181,,245,,153,,889
1123,座間市,座間市南栗原,156,,61,,133,,287,,128,,765
1124,座間市,座間市入谷,185,,39,,128,,150,,58,,560
1125,座間市,座間市入谷東,100,,147,,253,,258,,73,,831
1126,座間市,座間市明王,236,,285,,152,,265,,118,,1056
1127,座間市,座間市立野台,234,,177,,80,,274,,203,,968
1128,座間市,座間市緑ケ丘,156,,127,,179,,162,,67,,691
1129,座間市,座間市さがみ野1丁目,198,,257,,168,,233,,1,,857
1130,座間市,座間市さがみ野2丁目,181,,160,,118,,281,,298,,1038
1131,座間市,座間市さがみ野3丁目,234,,246,,53,,163,,70,,766
1132,座間市,座間市ひばりが丘1丁目,230,,146,,180,,134,,139,,829
1133,座間市,座間市ひばりが丘2丁目,203,,253,,17,,242,,132,,847
1134,座間市,座間市ひばりが丘3丁目,166,,55,,78,,37,,281,,617
1135,座間市,座間市ひばりが丘4丁目,162,,2,,32,,284,,45,,525
1136,座間市,座間市ひばりが丘5丁目,70,,254,,245,,268,,115,,952
1137,座間市,座間市栗原中央1丁目,77,,90,,258,,250,,196,,871
1138,座間市,座間市栗原中央2丁目,28,,179,,282,,299,,127,,915
1139,座間市,座間市栗原中央3丁目,119,,214,,36,,141,,223,,733
1140,座間市,座間市栗原中央4丁目,239,,39,,134,,224,,93,,729
1141,座間市,座間市栗原中央5丁目,10,,68,,5,,61,,133,,277
1142,座間市,座間市栗原中央6丁目,116,,93,,154,,49,,138,,550
1143,座間市,座間市広野台1丁目,150,,294,,261,,69,,78,,852
1144,座間市,座間市広野台2丁目,272,,63,,261,,242,,4,,842
1145,座間市,座間市座間1丁目,150,,243,,270,,285,,37,,985
1146,座間市,座間市座間2丁目,14,,46,,0,,272,,205,,537
1147,座間市,座間市小松原1丁目,184,,255,,285,,131,,146,,1001
1148,座間市,座間市小松原2丁目,83,,120,,0,,211,,244,,658
1149,座間市,座間市西栗原1丁目,264,,124,,70,,77,,2,,537
1150,座間市,座間市西栗原2丁目,215,,26,,203,,293,,156,,893
1151,座間市,座間市相武台1丁目,67,,81,,60,,239,,181,,628
1152,座間市,座間市相武台2丁目,77,,297,,70,,20,,140,,604
1153,座間市,座間市相武台3丁目,212,,80,,30,,120,,17,,459
1154,座間市,座間市相武台4丁目,263,,43,,30,,121,,195,,652
1155,座間市,座間市相模が丘1丁目,102,,217,,140,,132,,227,,818
1156,座間市,座間市相模が丘2丁目,272,,159,,1,,35,,257,,724
1157,座間市,座間市相模が丘3丁目,112,,209,,192,,158,,1,,672
1158,座間市,座間市相模が丘4丁目,157,,32,,204,,225,,26,,644
1159,座間市,座間市相模が丘5丁目,229,,9,,88,,250,,262,,838
1160,座間市,座間市相模が丘6丁目,278,,5,,84,,256,,168,,791
1161,座間市,座間市東原1丁目,285,,15,,60,,187,,43,,590
1162,座間市,座間市東原2丁目,116,,262,,81,,279,,165,,903
1163,座間市,座間市東原3丁目,189,,178,,67,,211,,253,,898
1164,座間市,座間市東原4丁目,14,,92,,262,,4,,87,,459
1165,座間市,座間市東原5丁目,123,,65,,92,,241,,109,,630
1166,座間市,座間市南栗原1丁目,198,,58,,69,,159,,40,,524
1167,座間市,座間市南栗原2丁目,286,,298,,221,,205,,294,,1304
1168,座間市,座間市南栗原3丁目,188,,263,,168,,89,,107,,815
1169,座間市,座間市南栗原4丁目,39,,123,,96,,127,,145,,530
1170,座間市,座間市南栗原5丁目,113,,43,,18,,34,,250,,458
1171,座間市,座間市南栗原6丁目,118,,113,,210,,161,,224,,826
1172,座間市,座間市入谷1丁目,228,,121,,276,,42,,47,,714
1173,座間市,座間市入谷2丁目,212,,74,,266,,21,,277,,850
1174,座間市,座間市入谷3丁目,269,,79,,199,,290,,215,,1052
1175,座間市,座間市入谷4丁目,41,,67,,52,,275,,25,,460
1176,座間市,座間市入谷5丁目,146,,74,,232,,253,,10,,715
1177,座間市,座間市入谷東1丁目,175,,157,,99,,66,,182,,679
1178,座間市,座間市入谷東2丁目,44,,36,,33,,117,,65,,295
1179,座間市,座間市入谷東3丁目,206,,18,,206,,152,,105,,687
1180,座間市,座間市入谷東4丁目,56,,180,,44,,241,,210,,731
1181,座間市,座間市立野台1丁目,247,,277,,292,,168,,247,,1231
1182,座間市,座間市立野台2丁目,217,,228,,241,,197,,127,,1010
1183,座間市,座間市立野台3丁目,195,,168,,207,,287,,222,,1079
1184,座間市,座間市緑ケ丘1丁目,182,,169,,234,,287,,236,,1108
1185,座間市,座間市緑ケ丘2丁目,10,,266,,255,,111,,277,,919
1186,座間市,座間市緑ケ丘3丁目,43,,62,,209,,104,,227,,645
1187,座間市,座間市緑ケ丘4丁目,24,,283,,256,,136,,108,,807
1188,座間市,座間市緑ケ丘5丁目,183,,69,,47,,217,,39,,555
1189,座間市,座間市緑ケ丘6丁目,61,,81,,267,,274,,78,,761
1190,足柄下郡真鶴町,足柄下郡真鶴町岩,42,,47,,134,,9,,35,,267
1191,足柄下郡真鶴町,足柄下郡真鶴町真鶴,231,,300,,244,,295,,150,,1220
1192,厚木市,厚木市まつかげ台,39,,124,,112,,37,,219,,531
1193,厚木市,厚木市みはる野,83,,288,,145,,261,,164,,941
1194,厚木市,厚木市愛甲,11,,178,,35,,250,,20,,494
1195,厚木市,厚木市愛甲西,276,,38,,181,,75,,155,,725
1196,厚木市,厚木市愛甲東,137,,143,,7,,285,,96,,668
1197,厚木市,厚木市愛名,172,,159,,182,,6,,208,,727
1198,厚木市,厚木市旭町,289,,65,,108,,211,,80,,753
1199,厚木市,厚木市栄町,7,,220,,172,,18,,210,,627
1200,厚木市,厚木市猿ケ島,135,,137,,231,,83,,66,,652
1201,厚木市,厚木市王子,284,,72,,46,,280,,223,,905
1202,厚木市,厚木市岡津古久,273,,58,,251,,280,,42,,904
1203,厚木市,厚木市岡田,136,,5,,192,,117,,273,,723
1204,厚木市,厚木市恩名,33,,125,,54,,27,,248,,487
1205,厚木市,厚木市温水,76,,15,,227,,30,,260,,608
1206,厚木市,厚木市温水西,100,,273,,270,,210,,99,,952
1207,厚木市,厚木市下依知,5,,180,,299,,233,,89,,806
1208,厚木市,厚木市下荻野,90,,263,,289,,284,,20,,946
1209,厚木市,厚木市下古沢,43,,39,,186,,88,,133,,489
1210,厚木市,厚木市下川入,118,,38,,199,,96,,80,,531
1211,厚木市,厚木市下津古久,68,,232,,267,,220,,117,,904
1212,厚木市,厚木市関口,107,,278,,192,,107,,0,,684
1213,厚木市,厚木市及川,111,,96,,290,,279,,82,,858
1214,厚木市,厚木市宮の里,169,,70,,193,,29,,299,,760
1215,厚木市,厚木市金田,60,,27,,287,,225,,281,,880
1216,厚木市,厚木市元町,257,,177,,132,,255,,150,,971
1217,厚木市,厚木市戸室,273,,93,,151,,61,,170,,748
1218,厚木市,厚木市戸田,291,,290,,156,,195,,19,,951
1219,厚木市,厚木市吾妻町,41,,284,,222,,14,,116,,677
1220,厚木市,厚木市厚木,204,,256,,28,,49,,33,,570
1221,厚木市,厚木市厚木町,258,,270,,3,,134,,252,,917
1222,厚木市,厚木市幸町,124,,102,,203,,271,,76,,776
1223,厚木市,厚木市妻田西,61,,72,,95,,266,,192,,686
1224,厚木市,厚木市妻田東,39,,232,,277,,235,,284,,1067
1225,厚木市,厚木市妻田南,210,,149,,145,,137,,39,,680
1226,厚木市,厚木市妻田北,203,,123,,137,,276,,197,,936
1227,厚木市,厚木市三田,11,,235,,214,,43,,196,,699
1228,厚木市,厚木市三田南,271,,12,,235,,88,,180,,786
1229,厚木市,厚木市山際,247,,85,,149,,21,,293,,795
1230,厚木市,厚木市七沢,136,,205,,119,,60,,164,,684
1231,厚木市,厚木市酒井,215,,8,,216,,62,,248,,749
1232,厚木市,厚木市寿町,69,,112,,14,,271,,288,,754
1233,厚木市,厚木市小野,127,,222,,133,,277,,100,,859
1234,厚木市,厚木市松枝,294,,44,,1,,5,,129,,473
1235,厚木市,厚木市上依知,269,,275,,287,,221,,221,,1273
1236,厚木市,厚木市上荻野,232,,39,,20,,275,,11,,577
1237,厚木市,厚木市上古沢,195,,7,,299,,131,,107,,739
1238,厚木市,厚木市上落合,38,,27,,288,,290,,157,,800
1239,厚木市,厚木市森の里,297,,24,,151,,171,,144,,787
1240,厚木市,厚木市森の里若宮,88,,213,,71,,238,,244,,854
1241,厚木市,厚木市森の里青山,208,,215,,208,,137,,45,,813
1242,厚木市,厚木市水引,183,,290,,24,,266,,294,,1057
1243,厚木市,厚木市泉町,231,,115,,92,,111,,62,,611
1244,厚木市,厚木市船子,158,,68,,51,,269,,109,,655
1245,厚木市,厚木市棚沢,271,,171,,281,,132,,290,,1145
1246,厚木市,厚木市中依知,197,,6,,226,,295,,40,,764
1247,厚木市,厚木市中荻野,127,,253,,172,,205,,223,,980
1248,厚木市,厚木市中町,61,,94,,47,,299,,189,,690
1249,厚木市,厚木市長沼,93,,184,,186,,42,,19,,524
1250,厚木市,厚木市長谷,158,,139,,287,,292,,29,,905
1251,厚木市,厚木市田村町,54,,77,,220,,3,,273,,627
1252,厚木市,厚木市東町,169,,250,,164,,61,,113,,757
1253,厚木市,厚木市鳶尾,284,,203,,204,,231,,95,,1017
1254,厚木市,厚木市南町,275,,113,,166,,254,,24,,832
1255,厚木市,厚木市飯山,271,,153,,72,,70,,69,,635
1256,厚木市,厚木市毛利台,103,,189,,138,,243,,21,,694
1257,厚木市,厚木市緑ケ丘,47,,167,,109,,54,,11,,388
1258,厚木市,厚木市林,116,,273,,4,,291,,297,,981
1259,厚木市,厚木市みはる野1丁目,182,,91,,110,,38,,239,,660
1260,厚木市,厚木市みはる野2丁目,202,,207,,219,,127,,219,,974
1261,厚木市,厚木市愛甲1丁目,222,,125,,151,,88,,272,,858
1262,厚木市,厚木市愛甲2丁目,261,,178,,53,,285,,261,,1038
1263,厚木市,厚木市愛甲3丁目,223,,107,,96,,295,,249,,970
1264,厚木市,厚木市愛甲4丁目,295,,58,,234,,159,,284,,1030
1265,厚木市,厚木市愛甲西1丁目,11,,223,,108,,296,,240,,878
1266,厚木市,厚木市愛甲西2丁目,35,,18,,116,,285,,15,,469
1267,厚木市,厚木市愛甲西3丁目,62,,125,,171,,121,,39,,518
1268,厚木市,厚木市愛甲東1丁目,166,,116,,227,,170,,231,,910
1269,厚木市,厚木市愛甲東2丁目,114,,5,,139,,9,,81,,348
1270,厚木市,厚木市愛甲東3丁目,85,,285,,251,,272,,290,,1183
1271,厚木市,厚木市旭町1丁目,143,,80,,3,,41,,244,,511
1272,厚木市,厚木市旭町2丁目,39,,132,,35,,149,,73,,428
1273,厚木市,厚木市旭町3丁目,34,,198,,251,,63,,15,,561
1274,厚木市,厚木市旭町4丁目,153,,4,,179,,124,,256,,716
1275,厚木市,厚木市旭町5丁目,297,,241,,175,,116,,22,,851
1276,厚木市,厚木市栄町1丁目,153,,253,,126,,229,,1,,762
1277,厚木市,厚木市栄町2丁目,63,,38,,112,,164,,71,,448
1278,厚木市,厚木市王子1丁目,221,,91,,156,,264,,253,,985
1279,厚木市,厚木市王子2丁目,245,,188,,113,,136,,138,,820
1280,厚木市,厚木市王子3丁目,275,,73,,44,,178,,150,,720
1281,厚木市,厚木市岡田1丁目,293,,21,,192,,250,,69,,825
1282,厚木市,厚木市岡田2丁目,285,,122,,249,,269,,62,,987
1283,厚木市,厚木市岡田3丁目,2,,38,,246,,211,,287,,784
1284,厚木市,厚木市岡田4丁目,169,,28,,295,,155,,25,,672
1285,厚木市,厚木市岡田5丁目,184,,81,,111,,295,,60,,731
1286,厚木市,厚木市恩名1丁目,45,,198,,13,,213,,253,,722
1287,厚木市,厚木市恩名2丁目,154,,257,,127,,229,,182,,949
1288,厚木市,厚木市恩名3丁目,223,,254,,4,,14,,132,,627
1289,厚木市,厚木市恩名4丁目,152,,210,,287,,141,,253,,1043
1290,厚木市,厚木市恩名5丁目,199,,160,,151,,27,,134,,671
1291,厚木市,厚木市温水西1丁目,109,,35,,243,,195,,223,,805
1292,厚木市,厚木市温水西2丁目,108,,300,,31,,179,,148,,766
1293,厚木市,厚木市下依知1丁目,259,,152,,232,,29,,166,,838
1294,厚木市,厚木市下依知2丁目,118,,80,,203,,251,,64,,716
1295,厚木市,厚木市下依知3丁目,3,,66,,19,,276,,232,,596
1296,厚木市,厚木市下荻野西下原,278,,233,,206,,206,,102,,1025
1297,厚木市,厚木市下荻野西四谷,26,,212,,244,,171,,167,,820
